Sno,Movie Name,Director1,Director2,Director3,Duration,Year,Ratings,Metascore
1717,Raiders of the Lost Ark,Steven Spielberg,-,-,115 min,1981,8.4,85        
1718,Spider-Man: Into the Spider-Verse,Bob Persichetti,Peter Ramsey,Rodney Rothman,117 min,2018,8.4,87        
1719,Avengers: Endgame,Anthony Russo,Joe Russo,-,181 min,2019,8.4,78        
1720,Aliens,James Cameron,-,-,137 min,1986,8.4,84        
1721,Oldboy,Park Chan-wook,-,-,120 min,2003,8.4,77        
1722,The Dark Knight Rises,Christopher Nolan,-,-,164 min,2012,8.4,78        
1723,Avengers: Infinity War,Anthony Russo,Joe Russo,-,149 min,2018,8.4,68        
1724,Kaithi,Lokesh Kanagaraj,-,-,145 min,2019,8.4,-
1725,Asuran,Vetrimaaran,-,-,141 min,2019,8.4,-
1726,Top Gun: Maverick,Joseph Kosinski,-,-,130 min,2022,8.3,78        
1727,Heat,Michael Mann,-,-,170 min,1995,8.3,76        
1728,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,-,-,131 min,1983,8.3,58        
1729,Princess Mononoke,Hayao Miyazaki,-,-,134 min,1997,8.3,76        
1730,North by Northwest,Alfred Hitchcock,-,-,136 min,1959,8.3,98        
1731,Dangal,Nitesh Tiwari,-,-,161 min,2016,8.3,-
1732,Kantara,Rishab Shetty,-,-,148 min,2022,8.3,-
1733,K.G.F: Chapter 2,Prashanth Neel,-,-,168 min,2022,8.3,-
1734,Vikram,Lokesh Kanagaraj,-,-,175 min,2022,8.3,-
1735,Shershaah,Vishnuvardhan,-,-,135 min,2021,8.3,-
1736,Raatchasan,Ram Kumar,-,-,170 min,2018,8.3,-
1737,Indiana Jones and the Last Crusade,Steven Spielberg,-,-,127 min,1989,8.2,65        
1738,Spider-Man: No Way Home,Jon Watts,-,-,148 min,2021,8.2,71        
1739,Jurassic Park,Steven Spielberg,-,-,127 min,1993,8.2,68        
1740,Batman Begins,Christopher Nolan,-,-,140 min,2005,8.2,70        
1741,1917,Sam Mendes,-,-,119 min,2019,8.2,78        
1742,Die Hard,John McTiernan,-,-,132 min,1988,8.2,72        
1743,Kill Bill: Vol. 1,Quentin Tarantino,-,-,111 min,2003,8.2,69        
1744,V for Vendetta,James McTeigue,-,-,132 min,2005,8.2,62        
1745,Ran,Akira Kurosawa,-,-,162 min,1985,8.2,97        
1746,Demon Slayer the Movie: Mugen Train,Haruo Sotozaki,-,-,117 min,2020,8.2,72        
1747,Gangs of Wasseypur,Anurag Kashyap,-,-,321 min,2012,8.2,89        
1748,Baahubali 2: The Conclusion,S.S. Rajamouli,-,-,167 min,2017,8.2,-
1749,Yojimbo,Akira Kurosawa,-,-,110 min,1961,8.2,93        
1750,Uri: The Surgical Strike,Aditya Dhar,-,-,138 min,2019,8.2,-
